,customer_id,gender,past_3_years_bike_related_purchases,job_title,job_industry_category,wealth_segment,owns_car,name,age,age_range
992,993,F,71,Account Coordinator,Argiculture,High Net Worth,No,Reine Semken,44,"(40.3, 47.4]"
993,994,F,62,Librarian,Entertainment,Affluent Customer,Yes,Rhetta Kupker,44,"(40.3, 47.4]"
994,995,M,16,Information Systems Manager,Health,Mass Customer,Yes,Urbano Mews,56,"(54.5, 61.6]"
996,997,M,30,Teacher,Telecommunications,Mass Customer,Yes,Ambros Kernes,40,"(33.2, 40.3]"
997,998,F,66,Speech Pathologist,Manufacturing,Affluent Customer,Yes,Petunia Dufton,56,"(54.5, 61.6]"
998,999,F,12,Recruiting Manager,others,High Net Worth,No,Dido Leyburn,33,"(26.1, 33.2]"
999,1000,F,44,Compensation Analyst,Financial Services,Mass Customer,No,Paulie Castelot,43,"(40.3, 47.4]"
1000,1001,M,63,Recruiter,Retail,Mass Customer,No,Finley Vost,42,"(40.3, 47.4]"
1001,1002,M,65,Business Systems Development Analyst,others,Mass Customer,Yes,Pacorro De Clairmont,43,"(40.3, 47.4]"
1002,1003,F,35,Paralegal,Financial Services,High Net Worth,No,Mariann O'Geaney,53,"(47.4, 54.5]"
1003,1004,M,35,Business Systems Development Analyst,IT,High Net Worth,No,Colas Pumfrett,46,"(40.3, 47.4]"
1004,1005,F,94,Design Engineer,IT,High Net Worth,Yes,Kalila Birtwistle,54,"(47.4, 54.5]"
1005,1006,M,15,Quality Control Specialist,Telecommunications,Affluent Customer,Yes,Norbert Gotcher,44,"(40.3, 47.4]"
1006,1007,M,58,others,Retail,Mass Customer,No,Cord Warriner,25,"(18.929, 26.1]"
1007,1008,F,47,Teacher,others,Mass Customer,No,Lorry Booley,46,"(40.3, 47.4]"
1008,1009,F,16,Research Associate,Manufacturing,High Net Worth,Yes,Nolie Orring,64,"(61.6, 68.7]"
1009,1010,M,24,Nurse,Financial Services,Affluent Customer,No,Leighton Ebbles,58,"(54.5, 61.6]"
1010,1011,F,42,Occupational Therapist,Health,High Net Worth,Yes,Cymbre Janos,36,"(33.2, 40.3]"
1011,1012,F,20,Software Test Engineer III,others,High Net Worth,Yes,Anna-diane Preddle,66,"(61.6, 68.7]"
1012,1013,F,53,Physical Therapy Assistant,Retail,High Net Worth,No,Corissa Zienkiewicz,45,"(40.3, 47.4]"
1013,1014,M,60,Senior Developer,Property,Mass Customer,Yes,Miller Faloon,61,"(54.5, 61.6]"
1014,1015,M,7,Web Developer I,Health,Mass Customer,No,Toiboid Sorrel,66,"(61.6, 68.7]"
1015,1016,M,0,Legal Assistant,IT,Mass Customer,Yes,Adrian Prettyjohns,62,"(61.6, 68.7]"
1016,1017,F,88,Assistant Media Planner,Entertainment,High Net Worth,No,Jacquenette Pluthero,42,"(40.3, 47.4]"
1017,1018,M,1,Help Desk Operator,Manufacturing,Mass Customer,Yes,Matthiew Ferreras,27,"(26.1, 33.2]"
1018,1019,M,42,Human Resources Assistant II,Manufacturing,Mass Customer,Yes,Ignazio Milby,48,"(47.4, 54.5]"
1019,1020,F,29,others,IT,Affluent Customer,No,Natala Thorndale,46,"(40.3, 47.4]"
1020,1021,M,16,Mechanical Systems Engineer,Retail,High Net Worth,No,Elvis Rixon,44,"(40.3, 47.4]"
1021,1022,F,56,Assistant Manager,Financial Services,Affluent Customer,Yes,Suzann Wilks,31,"(26.1, 33.2]"
1022,1023,F,16,others,Financial Services,Affluent Customer,Yes,Iseabal Fullbrook,30,"(26.1, 33.2]"
1023,1024,F,17,Social Worker,Health,High Net Worth,Yes,Rhodia D'Onise,29,"(26.1, 33.2]"
1024,1025,M,69,Quality Engineer,IT,Mass Customer,Yes,Ario Jeromson,24,"(18.929, 26.1]"
1025,1026,M,66,others,Financial Services,Affluent Customer,No,Vernon Hakking,27,"(26.1, 33.2]"
1026,1027,M,33,Statistician I,Financial Services,Affluent Customer,No,Rolando Sherewood,55,"(54.5, 61.6]"
1027,1028,M,10,Project Manager,others,High Net Worth,No,Thorn Torfin,22,"(18.929, 26.1]"
1028,1029,M,71,VP Sales,others,Mass Customer,No,Forbes Londors,24,"(18.929, 26.1]"
1029,1030,F,9,Food Chemist,Health,Mass Customer,No,Nariko Dummigan,59,"(54.5, 61.6]"
1030,1031,M,75,Junior Executive,Manufacturing,Mass Customer,No,Roi Ogden,38,"(33.2, 40.3]"
1031,1032,F,36,Executive Secretary,others,Mass Customer,Yes,Maribelle Werndly,43,"(40.3, 47.4]"
1032,1033,M,70,others,others,Affluent Customer,Yes,Jacob Claringbold,26,"(18.929, 26.1]"
1033,1034,M,16,others,others,High Net Worth,Yes,Denney Cretney,45,"(40.3, 47.4]"
1034,1035,F,77,Operator,Retail,Affluent Customer,Yes,Kara-lynn Doddridge,45,"(40.3, 47.4]"
1035,1036,F,6,Paralegal,Financial Services,Mass Customer,Yes,Randene Ingle,52,"(47.4, 54.5]"
1036,1037,F,95,Human Resources Assistant II,Financial Services,Mass Customer,No,Sissie Rielly,65,"(61.6, 68.7]"
1038,1039,F,24,others,others,High Net Worth,Yes,Nona Diamant,46,"(40.3, 47.4]"
1039,1040,F,78,Food Chemist,Health,High Net Worth,No,Jacenta Wedlock,46,"(40.3, 47.4]"
1040,1041,M,95,others,Property,Affluent Customer,No,Free Bonniface,62,"(61.6, 68.7]"
1041,1042,M,0,Nuclear Power Engineer,Manufacturing,High Net Worth,Yes,Isacco Woodwind,45,"(40.3, 47.4]"
1042,1043,M,34,Sales Associate,Financial Services,Mass Customer,Yes,Giorgi Hurford,35,"(33.2, 40.3]"
1044,1045,F,88,others,Financial Services,Mass Customer,Yes,Aeriel Everest,35,"(33.2, 40.3]"
1045,1046,F,0,Budget/Accounting Analyst II,others,Affluent Customer,No,Shir Clevely,66,"(61.6, 68.7]"
1046,1047,M,39,VP Accounting,Financial Services,Affluent Customer,No,Standford Tanswill,43,"(40.3, 47.4]"
1047,1048,M,99,Internal Auditor,others,Affluent Customer,No,Braden Lamming,45,"(40.3, 47.4]"
1048,1049,M,35,Software Consultant,Property,Mass Customer,No,Fraser Gaenor,25,"(18.929, 26.1]"
1049,1050,F,7,Software Consultant,Telecommunications,Mass Customer,Yes,Marjie Ghion,48,"(47.4, 54.5]"
1050,1051,F,34,Help Desk Technician,Property,High Net Worth,Yes,Xylia Lange,44,"(40.3, 47.4]"
1051,1052,F,31,Junior Executive,Financial Services,High Net Worth,No,Dela Flannigan,35,"(33.2, 40.3]"
1052,1053,M,98,others,Manufacturing,Mass Customer,Yes,Davon Stanyland,59,"(54.5, 61.6]"
1053,1054,M,27,Nuclear Power Engineer,Manufacturing,Mass Customer,Yes,Natal Matiewe,38,"(33.2, 40.3]"
1054,1055,F,30,Data Coordiator,Manufacturing,Mass Customer,No,Danell Rose,33,"(26.1, 33.2]"
1055,1056,M,96,Software Test Engineer IV,Manufacturing,Affluent Customer,No,Kendricks Markel,55,"(54.5, 61.6]"
1056,1057,F,73,Registered Nurse,Health,Mass Customer,No,Laryssa Durdle,52,"(47.4, 54.5]"
1057,1058,F,37,Research Assistant IV,Retail,Affluent Customer,Yes,Gretel Gionettitti,34,"(33.2, 40.3]"
1058,1059,F,68,Account Representative III,Entertainment,High Net Worth,Yes,Chantal Plante,53,"(47.4, 54.5]"
1059,1060,F,88,Associate Professor,Argiculture,Affluent Customer,Yes,Vanda Boadby,60,"(54.5, 61.6]"
1061,1062,F,32,Junior Executive,others,Mass Customer,No,Tish Mowett,46,"(40.3, 47.4]"
1062,1063,M,22,Actuary,Financial Services,Affluent Customer,Yes,Terrence Geck,34,"(33.2, 40.3]"
1063,1064,M,3,Librarian,Entertainment,Affluent Customer,Yes,Thornie Andrusov,44,"(40.3, 47.4]"
1064,1065,M,8,Quality Engineer,Financial Services,Mass Customer,Yes,Chilton Ghirigori,59,"(54.5, 61.6]"
1065,1066,M,45,Recruiter,Telecommunications,High Net Worth,No,Hailey Ricciardi,26,"(18.929, 26.1]"
1066,1067,F,13,Engineer IV,Financial Services,Mass Customer,Yes,Berri Cotillard,56,"(54.5, 61.6]"
1067,1068,M,5,others,Health,Mass Customer,Yes,Frazer Searston,26,"(18.929, 26.1]"
1068,1069,M,85,Web Designer I,Telecommunications,Mass Customer,No,Reese Titterington,45,"(40.3, 47.4]"
1069,1070,M,5,Account Representative IV,others,Mass Customer,No,Albert Gomery,26,"(18.929, 26.1]"
1070,1071,M,68,others,Retail,High Net Worth,No,Chrisy Miranda,35,"(33.2, 40.3]"
1071,1072,M,60,Senior Cost Accountant,Financial Services,High Net Worth,Yes,Curt Petrello,64,"(61.6, 68.7]"
1072,1073,F,77,Associate Professor,others,Affluent Customer,Yes,Elbertina Donne,41,"(40.3, 47.4]"
1073,1074,M,43,Accounting Assistant IV,others,High Net Worth,Yes,Griswold Juett,47,"(40.3, 47.4]"
1074,1075,M,26,Administrative Officer,Manufacturing,High Net Worth,No,Cullin Elcoate,54,"(47.4, 54.5]"
1075,1076,M,33,Pharmacist,Health,Affluent Customer,No,Siegfried Trattles,21,"(18.929, 26.1]"
1076,1077,F,8,others,Telecommunications,Mass Customer,Yes,Sheba Este,66,"(61.6, 68.7]"
1077,1078,M,69,Executive Secretary,Manufacturing,Mass Customer,No,Abe Pilley,45,"(40.3, 47.4]"
1078,1079,M,70,Nurse Practicioner,Manufacturing,Mass Customer,No,Dennie L' Anglois,43,"(40.3, 47.4]"
1079,1080,F,70,Speech Pathologist,Property,Mass Customer,Yes,Monah Talbot,22,"(18.929, 26.1]"
1080,1081,F,25,Social Worker,Health,Mass Customer,No,Marga Cradduck,36,"(33.2, 40.3]"
1082,1083,M,46,VP Product Management,others,Affluent Customer,No,Chadd Fowlds,25,"(18.929, 26.1]"
1083,1084,F,54,Accounting Assistant I,Retail,Affluent Customer,No,Serena Jagson,27,"(26.1, 33.2]"
1084,1085,M,4,Internal Auditor,Health,Mass Customer,No,Lucho Strafen,46,"(40.3, 47.4]"
1085,1086,M,84,Statistician IV,Property,Mass Customer,Yes,Ezechiel Parnall,32,"(26.1, 33.2]"
1086,1087,F,39,Financial Analyst,Financial Services,Mass Customer,Yes,Lian Madrell,42,"(40.3, 47.4]"
1087,1088,F,19,Design Engineer,others,High Net Worth,Yes,Andy Polgreen,32,"(26.1, 33.2]"
1088,1089,F,90,Product Engineer,Property,Affluent Customer,No,Korney Hess,33,"(26.1, 33.2]"
1090,1091,M,19,others,Health,Mass Customer,No,Keith Housden,41,"(40.3, 47.4]"
1091,1092,F,56,VP Quality Control,Retail,Mass Customer,No,Katlin Creddon,86,"(82.9, 90.0]"
1092,1093,F,63,Business Systems Development Analyst,others,Affluent Customer,No,Clarita Penright,25,"(18.929, 26.1]"
1093,1094,M,48,Dental Hygienist,Health,High Net Worth,No,Shaughn Salters,46,"(40.3, 47.4]"
1094,1095,F,2,Project Manager,Health,Mass Customer,No,Emelda Gerler,63,"(61.6, 68.7]"
1095,1096,M,33,Software Test Engineer I,Health,High Net Worth,No,Jakie Mungham,52,"(47.4, 54.5]"
1096,1097,F,71,Engineer II,Financial Services,Mass Customer,Yes,Gwenora Grabbam,53,"(47.4, 54.5]"
1097,1098,F,99,Administrative Assistant IV,Financial Services,Mass Customer,Yes,Maure Crow,32,"(26.1, 33.2]"
1098,1099,M,12,Tax Accountant,Manufacturing,Affluent Customer,Yes,Jarrett Maffia,46,"(40.3, 47.4]"
1099,1100,M,59,Engineer I,Manufacturing,Mass Customer,No,Cord Braundt,38,"(33.2, 40.3]"
1100,1101,F,76,Senior Editor,others,Mass Customer,No,Haily McWilliams,53,"(47.4, 54.5]"
1101,1102,F,16,Recruiting Manager,Manufacturing,Affluent Customer,No,Stephana Puzey,45,"(40.3, 47.4]"
1102,1103,F,76,Financial Advisor,Financial Services,High Net Worth,Yes,Glynnis Sailor,43,"(40.3, 47.4]"
1103,1104,F,82,Programmer III,Retail,Mass Customer,No,Jewelle Pincott,62,"(61.6, 68.7]"
1104,1105,M,39,General Manager,others,Mass Customer,No,Sherman McCusker,31,"(26.1, 33.2]"
1105,1106,F,2,Software Consultant,Retail,Mass Customer,No,Sibyl Bigmore,59,"(54.5, 61.6]"
1106,1107,F,70,Social Worker,Health,High Net Worth,No,Maridel Whitby,47,"(40.3, 47.4]"
1107,1108,F,86,Dental Hygienist,Health,Mass Customer,No,Ginnie Farriar,59,"(54.5, 61.6]"
1108,1109,M,21,Web Developer II,Entertainment,High Net Worth,No,Nestor Billingsley,32,"(26.1, 33.2]"
1109,1110,M,73,Information Systems Manager,Retail,High Net Worth,No,Lazar Cherryman,30,"(26.1, 33.2]"
1110,1111,M,96,Director of Sales,others,High Net Worth,Yes,Zach Maynard,61,"(54.5, 61.6]"
1111,1112,M,25,others,others,Mass Customer,Yes,Jarrett Chiplin,40,"(33.2, 40.3]"
1112,1113,M,45,Recruiter,Property,Mass Customer,No,Dorie Willock,29,"(26.1, 33.2]"
1113,1114,F,96,Structural Engineer,Retail,Mass Customer,No,Evonne Southan,45,"(40.3, 47.4]"
1114,1115,F,33,Account Coordinator,others,High Net Worth,Yes,Merola Stutard,51,"(47.4, 54.5]"
1115,1116,F,59,Assistant Manager,Health,Mass Customer,Yes,Tori Coche,47,"(40.3, 47.4]"
1116,1117,F,83,Quality Engineer,others,Affluent Customer,No,Georgena Guilaem,46,"(40.3, 47.4]"
1117,1118,F,95,Sales Representative,Retail,Mass Customer,Yes,Colline Coulman,46,"(40.3, 47.4]"
1118,1119,M,43,others,Entertainment,Mass Customer,Yes,Lemmy Bennit,45,"(40.3, 47.4]"
1119,1120,F,87,Web Developer IV,Retail,Affluent Customer,No,Jacquelyn Rowlinson,41,"(40.3, 47.4]"
1120,1121,F,30,Registered Nurse,Health,Mass Customer,Yes,Dione Raithby,37,"(33.2, 40.3]"
1121,1122,F,59,others,others,Mass Customer,No,Gerladina Carney,36,"(33.2, 40.3]"
1122,1123,M,50,others,Property,Mass Customer,No,Dominick Downey,59,"(54.5, 61.6]"
1123,1124,M,36,Health Coach III,Health,Affluent Customer,Yes,Eben Threader,56,"(54.5, 61.6]"
1124,1125,M,25,Software Test Engineer III,IT,Affluent Customer,No,Raff Everley,31,"(26.1, 33.2]"
1125,1126,F,77,Executive Secretary,others,Mass Customer,No,Atlante Sonley,48,"(47.4, 54.5]"
1126,1127,F,30,Physical Therapy Assistant,Financial Services,Mass Customer,No,Elly Ormshaw,30,"(26.1, 33.2]"
1127,1128,F,47,Financial Advisor,Financial Services,Mass Customer,Yes,Kirsten Longman,29,"(26.1, 33.2]"
1129,1130,F,90,Sales Associate,others,Mass Customer,No,Juli Prine,57,"(54.5, 61.6]"
1130,1131,M,16,VP Marketing,others,Mass Customer,No,Sigmund Barkworth,65,"(61.6, 68.7]"
1131,1132,F,99,Actuary,Financial Services,Affluent Customer,Yes,Coriss Darkott,36,"(33.2, 40.3]"
1132,1133,M,88,others,Manufacturing,Affluent Customer,No,Forrester McFetridge,53,"(47.4, 54.5]"
1133,1134,M,22,Administrative Assistant IV,Financial Services,Affluent Customer,No,Sullivan Scullion,27,"(26.1, 33.2]"
1134,1135,F,60,Software Engineer IV,Financial Services,Mass Customer,Yes,Mireielle Avrasin,41,"(40.3, 47.4]"
1135,1136,M,72,Executive Secretary,Property,High Net Worth,No,Ivan Blackhall,44,"(40.3, 47.4]"
1136,1137,M,46,Business Systems Development Analyst,others,Mass Customer,No,Jermayne Hryniewicki,44,"(40.3, 47.4]"
1137,1138,F,77,Statistician I,Retail,Mass Customer,Yes,Elli Loxdale,30,"(26.1, 33.2]"
1138,1139,M,52,Editor,Manufacturing,Mass Customer,Yes,Shellysheldon Wickey,39,"(33.2, 40.3]"
1139,1140,F,32,Executive Secretary,others,Mass Customer,Yes,Deana Rathbourne,35,"(33.2, 40.3]"
1140,1141,F,70,others,Financial Services,High Net Worth,Yes,Shannah Gritsaev,40,"(33.2, 40.3]"
1141,1142,M,95,Desktop Support Technician,Telecommunications,Mass Customer,No,Michal Paiton,23,"(18.929, 26.1]"
1142,1143,M,64,Office Assistant IV,Health,Mass Customer,Yes,Goraud Boissieux,66,"(61.6, 68.7]"
1143,1144,M,73,Environmental Specialist,Health,High Net Worth,Yes,Damon Phelip,25,"(18.929, 26.1]"
1144,1145,F,80,others,Property,Mass Customer,Yes,Korella Begin,56,"(54.5, 61.6]"
1145,1146,M,88,Assistant Professor,Financial Services,High Net Worth,No,Hadleigh Birley,29,"(26.1, 33.2]"
1146,1147,M,71,Health Coach II,Entertainment,High Net Worth,Yes,Tate Studholme,53,"(47.4, 54.5]"
1147,1148,M,60,Statistician IV,Financial Services,High Net Worth,No,Inigo Ojeda,34,"(33.2, 40.3]"
1148,1149,F,29,Developer III,others,Affluent Customer,Yes,Ki Odo,54,"(47.4, 54.5]"
1149,1150,F,64,Information Systems Manager,Financial Services,Mass Customer,Yes,Bernelle Warwick,46,"(40.3, 47.4]"
1150,1151,F,27,VP Product Management,Argiculture,High Net Worth,Yes,Brena Amburgy,56,"(54.5, 61.6]"
1151,1152,M,47,Business Systems Development Analyst,Financial Services,Mass Customer,Yes,Humfrid Ducket,23,"(18.929, 26.1]"
1152,1153,F,53,Desktop Support Technician,Health,Mass Customer,Yes,Mirilla Lothlorien,26,"(18.929, 26.1]"
1153,1154,M,26,Research Nurse,Health,Mass Customer,Yes,Chase Youd,47,"(40.3, 47.4]"
1154,1155,F,73,VP Marketing,Property,Mass Customer,Yes,Janetta Hartrick,27,"(26.1, 33.2]"
1155,1156,F,22,Marketing Assistant,Argiculture,Mass Customer,Yes,Breena Risebrow,24,"(18.929, 26.1]"
1156,1157,M,69,Research Nurse,Health,Affluent Customer,Yes,Saunder Camerati,47,"(40.3, 47.4]"
1157,1158,M,85,Senior Quality Engineer,others,Mass Customer,Yes,Butch Geertje,36,"(33.2, 40.3]"
1158,1159,M,94,Librarian,Entertainment,Mass Customer,No,Elbert Bridgement,28,"(26.1, 33.2]"
1159,1160,F,98,Speech Pathologist,IT,Affluent Customer,No,Trisha Nisuis,56,"(54.5, 61.6]"
1160,1161,F,86,Senior Quality Engineer,Retail,Mass Customer,No,Sibylle Cutsforth,44,"(40.3, 47.4]"
1161,1162,M,29,Marketing Assistant,others,Mass Customer,Yes,Ambrose Raiston,31,"(26.1, 33.2]"
1162,1163,M,77,Cost Accountant,Financial Services,High Net Worth,Yes,Manolo Dwire,40,"(33.2, 40.3]"
1163,1164,F,97,Food Chemist,Health,Mass Customer,Yes,Gilligan Mowat,44,"(40.3, 47.4]"
1164,1165,F,58,Administrative Assistant IV,Financial Services,High Net Worth,No,Fanni Wakelin,28,"(26.1, 33.2]"
1165,1166,F,40,Quality Control Specialist,Health,Affluent Customer,No,Fannie Devil,49,"(47.4, 54.5]"
1166,1167,F,20,Software Test Engineer III,Health,Mass Customer,No,Elberta Crickett,25,"(18.929, 26.1]"
1167,1168,M,44,Pharmacist,Health,Affluent Customer,No,Iosep Shaddick,56,"(54.5, 61.6]"
1168,1169,F,33,Actuary,Financial Services,Mass Customer,Yes,Kessiah Corden,54,"(47.4, 54.5]"
1169,1170,F,62,Assistant Professor,IT,Mass Customer,Yes,Lari Rotte,57,"(54.5, 61.6]"
1170,1171,F,32,Human Resources Manager,others,Affluent Customer,Yes,Ilise Solloway,50,"(47.4, 54.5]"
1171,1172,M,48,Recruiter,others,Mass Customer,Yes,Smith Babbs,47,"(40.3, 47.4]"
1172,1173,F,58,Statistician IV,Retail,High Net Worth,No,Gertie Chaim,43,"(40.3, 47.4]"
1174,1175,M,8,Human Resources Manager,others,Mass Customer,No,Paige Hodgin,36,"(33.2, 40.3]"
1175,1176,F,7,Software Engineer IV,others,Affluent Customer,Yes,Celia Dockerty,45,"(40.3, 47.4]"
1176,1177,F,47,Food Chemist,Health,Affluent Customer,Yes,Bobbette Pozzi,68,"(61.6, 68.7]"
1177,1178,M,1,Pharmacist,Health,Mass Customer,No,Angelo Byne,51,"(47.4, 54.5]"
1178,1179,M,56,Media Manager IV,Financial Services,High Net Worth,Yes,Kerry Pashenkov,33,"(26.1, 33.2]"
1179,1180,F,48,Account Representative I,Financial Services,Affluent Customer,No,Gaye Quickenden,46,"(40.3, 47.4]"
1180,1181,F,2,Tax Accountant,Argiculture,Mass Customer,No,Brita Plant,43,"(40.3, 47.4]"
1181,1182,F,84,Data Coordiator,IT,Mass Customer,Yes,Carolann Ottiwill,46,"(40.3, 47.4]"
1182,1183,M,50,Media Manager II,others,Affluent Customer,No,Joe Shalliker,63,"(61.6, 68.7]"
1183,1184,F,89,Social Worker,Health,Mass Customer,No,Auberta Teodori,53,"(47.4, 54.5]"
1184,1185,F,17,VP Product Management,others,Mass Customer,Yes,Xena Rossbrooke,21,"(18.929, 26.1]"
1185,1186,M,70,Help Desk Operator,Manufacturing,Affluent Customer,Yes,Brantley Cecchi,44,"(40.3, 47.4]"
1186,1187,M,65,others,Financial Services,Mass Customer,No,Antonino Hogben,23,"(18.929, 26.1]"
1187,1188,F,14,Statistician IV,others,Affluent Customer,Yes,Sally Cominoli,37,"(33.2, 40.3]"
1188,1189,M,22,Geologist I,Health,High Net Worth,Yes,Mart Bazoche,33,"(26.1, 33.2]"
1189,1190,F,67,Assistant Professor,Financial Services,Affluent Customer,Yes,Sib Gilby,53,"(47.4, 54.5]"
1190,1191,F,20,Director of Sales,others,Mass Customer,Yes,Merrielle Vegas,25,"(18.929, 26.1]"
1191,1192,F,31,VP Quality Control,Manufacturing,Mass Customer,No,Hollyanne McCarter,52,"(47.4, 54.5]"
1192,1193,M,58,Safety Technician I,Retail,High Net Worth,No,Quintus Whear,35,"(33.2, 40.3]"
1193,1194,F,69,Junior Executive,Telecommunications,Affluent Customer,No,Audry Scurrey,29,"(26.1, 33.2]"
1194,1195,F,0,VP Marketing,Telecommunications,Mass Customer,No,Ally Folliott,43,"(40.3, 47.4]"
1195,1196,F,23,Research Nurse,Health,Mass Customer,No,Phillie Bradforth,23,"(18.929, 26.1]"
1196,1197,F,44,Professor,Financial Services,High Net Worth,Yes,Isobel Lampett,24,"(18.929, 26.1]"
1197,1198,F,73,Sales Representative,Retail,High Net Worth,No,Alina Rickson,48,"(47.4, 54.5]"
1198,1199,M,7,VP Accounting,Financial Services,Affluent Customer,Yes,Ludovico Bertot,63,"(61.6, 68.7]"
1199,1200,F,38,Librarian,Entertainment,High Net Worth,No,Hedda Lathom,47,"(40.3, 47.4]"
1200,1201,F,42,others,Manufacturing,Mass Customer,No,Stephani Mellhuish,66,"(61.6, 68.7]"
1202,1203,F,38,Technical Writer,Health,Affluent Customer,No,Claresta Carnier,33,"(26.1, 33.2]"
1203,1204,F,12,Senior Developer,Manufacturing,Affluent Customer,Yes,Trudy Huffy,50,"(47.4, 54.5]"
1204,1205,M,38,Business Systems Development Analyst,Manufacturing,Affluent Customer,No,Barton Baudts,43,"(40.3, 47.4]"
1205,1206,F,13,Paralegal,Financial Services,Mass Customer,No,Lucina Metcalf,43,"(40.3, 47.4]"
1206,1207,F,30,Engineer IV,Health,Mass Customer,No,Mabel Marousek,24,"(18.929, 26.1]"
1207,1208,F,23,Budget/Accounting Analyst IV,Financial Services,Mass Customer,No,Lira Durn,38,"(33.2, 40.3]"
1208,1209,M,40,Senior Developer,Property,High Net Worth,Yes,Jacky Jerosch,44,"(40.3, 47.4]"
1210,1211,M,45,VP Sales,Financial Services,Affluent Customer,Yes,Gunar Petasch,43,"(40.3, 47.4]"
1211,1212,F,28,Legal Assistant,Property,Affluent Customer,No,Cindy Freeborn,53,"(47.4, 54.5]"
1212,1213,M,80,Accounting Assistant II,others,High Net Worth,No,Matthieu Schruur,48,"(47.4, 54.5]"
1213,1214,M,0,Internal Auditor,Property,High Net Worth,No,Martino Shalcros,32,"(26.1, 33.2]"
1214,1215,F,79,VP Quality Control,Manufacturing,Mass Customer,No,Dyann Turbard,54,"(47.4, 54.5]"
1215,1216,F,15,Software Test Engineer I,Telecommunications,Affluent Customer,Yes,Frank Vallerine,62,"(61.6, 68.7]"
1216,1217,F,67,Structural Engineer,Manufacturing,High Net Worth,No,Dulcinea Janssen,53,"(47.4, 54.5]"
1217,1218,F,12,others,others,Mass Customer,Yes,Marlie Lister,39,"(33.2, 40.3]"
1218,1219,M,93,others,Financial Services,Mass Customer,No,Kaine Parkeson,50,"(47.4, 54.5]"
1219,1220,M,12,Editor,others,High Net Worth,No,Paulie Akerman,34,"(33.2, 40.3]"
1220,1221,M,75,VP Product Management,Health,High Net Worth,Yes,Byrom Draisey,26,"(18.929, 26.1]"
1221,1222,F,83,Account Executive,Property,Mass Customer,No,Barbey Ville,51,"(47.4, 54.5]"
1223,1224,F,9,Junior Executive,Manufacturing,Mass Customer,No,Aundrea Reisenberg,44,"(40.3, 47.4]"
1224,1225,M,5,Clinical Specialist,Health,Mass Customer,Yes,Arte Witchell,33,"(26.1, 33.2]"
1225,1226,F,32,Director of Sales,Health,Mass Customer,Yes,Constantia Sirr,40,"(33.2, 40.3]"
1226,1227,F,63,Software Engineer I,IT,Affluent Customer,Yes,Carlina Pencot,32,"(26.1, 33.2]"
1227,1228,F,43,Senior Cost Accountant,Financial Services,Affluent Customer,No,Marti Bisterfeld,59,"(54.5, 61.6]"
1228,1229,M,38,GIS Technical Architect,Manufacturing,Affluent Customer,Yes,Sebastian Trass,21,"(18.929, 26.1]"
1229,1230,M,61,others,Financial Services,Mass Customer,Yes,Eben Powley,36,"(33.2, 40.3]"
1230,1231,F,94,Social Worker,Health,Affluent Customer,No,Aloisia Shawel,48,"(47.4, 54.5]"
1231,1232,M,83,Help Desk Operator,Property,Affluent Customer,No,Stillmann Wilfling,62,"(61.6, 68.7]"
1232,1233,F,17,others,Retail,Affluent Customer,Yes,Keeley Hawsby,43,"(40.3, 47.4]"
1233,1234,M,87,Geologist I,others,Mass Customer,No,Rancell Yven,56,"(54.5, 61.6]"
1234,1235,F,24,Dental Hygienist,Health,Mass Customer,No,Sharon Cranage,52,"(47.4, 54.5]"
1235,1236,M,75,Web Designer IV,Financial Services,High Net Worth,Yes,Bryanty Megarrell,47,"(40.3, 47.4]"
1236,1237,F,6,Research Nurse,Health,High Net Worth,No,Junia Humerstone,52,"(47.4, 54.5]"
1237,1238,M,24,Graphic Designer,others,Affluent Customer,Yes,Steward Beedham,43,"(40.3, 47.4]"
1238,1239,M,9,others,others,Mass Customer,Yes,Carroll Cobbin,43,"(40.3, 47.4]"
1239,1240,F,64,Sales Associate,Manufacturing,Mass Customer,Yes,Pen Earey,56,"(54.5, 61.6]"
1240,1241,F,23,Pharmacist,Health,Affluent Customer,Yes,Lolly Junkison,35,"(33.2, 40.3]"
1241,1242,M,36,Human Resources Assistant III,Property,High Net Worth,Yes,Bartholomeo Meeke,48,"(47.4, 54.5]"
1242,1243,M,73,Research Assistant II,Retail,Mass Customer,No,Robbert Blakey,68,"(61.6, 68.7]"
1244,1245,M,34,Product Engineer,Manufacturing,Affluent Customer,No,Erin Shawell,27,"(26.1, 33.2]"
1245,1246,M,94,others,others,High Net Worth,No,Ibrahim Wibrew,28,"(26.1, 33.2]"
1246,1247,F,15,Geologist I,Entertainment,Affluent Customer,No,Hildagarde Eyrl,61,"(54.5, 61.6]"
1247,1248,F,31,General Manager,others,Affluent Customer,Yes,Genia Bartel,58,"(54.5, 61.6]"
1248,1249,M,11,others,Telecommunications,Mass Customer,No,Tabb McKeowon,54,"(47.4, 54.5]"
1249,1250,F,42,Help Desk Technician,Manufacturing,Mass Customer,No,Jacklyn Kewley,20,"(18.929, 26.1]"
1250,1251,M,63,Desktop Support Technician,Property,Mass Customer,No,Codie Arnecke,24,"(18.929, 26.1]"
1251,1252,M,46,Recruiting Manager,Manufacturing,Mass Customer,Yes,Les Ellwood,56,"(54.5, 61.6]"
1253,1254,M,60,Graphic Designer,Retail,Mass Customer,Yes,Quillan McDuffie,63,"(61.6, 68.7]"
